category,roots,meaning,word,breakdown,definition,phonetic,example,translation,native_vibe,synonym_nuance,visual_prompt,social_status,emotional_tone,street_usage,collocation,etymon_story,usage_warning,memory_hook,audio_tag
專業心理,confront,面對,confrontation,con + front,對質,/ˌkɑːn.frənˈteɪ.ʃən/,Skilled confrontation.,技巧性的對質。,,,,,,,,,,,
專業心理,clar,清楚,clarification,clar + ification,澄清,/ˌklær.ə.fəˈkeɪ.ʃən/,Clarification of feelings.,情感的澄清。,,,,,,,,,,,
專業心理,interp,解釋,interpretation,inter + pret (買賣/說明),解釋/分析,/ɪnˌtɝː.prəˈteɪ.ʃən/,Dream interpretation.,夢的解析。,,,,,,,,,,,
專業心理,refram,重架構,reframing,re + frame (框),重塑框架,/ˌriːˈfreɪm.ɪŋ/,Reframing the problem.,問題重塑框架。,,,,,,,,,,,
專業心理,self-,自我,self-disclosure,self + dis + close,自我揭露,/dɪsˈkloʊ.ʒɚ/,Appropriate self-disclosure.,適當的自我揭露。,,,,,,,,,,,
專業心理,term,結束,termination,term + ination,結案/終止,/ˌtɝː.məˈneɪ.ʃən/,The termination phase.,結案階段。,,,,,,,,,,,
專業心理,super,上面,supervision,super + vision (看),督導,/ˌsuː.pɚˈvɪʒ.ən/,Clinical supervision.,臨床督導。,,,,,,,,,,,
專業心理,trans-,超越,transpersonal,trans + personal,超個人心理學,/ˌtræn.spɝː.sən.əl/,Transpersonal therapy.,超個人心理治療。,,,,,,,,,,,
專業心理,exist,存在,existentialism,exist + entialism,存在主義,/ˌeɡ.zɪsˈten.ʃəl.ɪ.zəm/,Existential crisis.,存在危機。,,,,,,,,,,,
專業心理,log-,意義/話,logotherapy,logo + therapy,意義治療(法蘭克),/ˌloʊ.ɡoʊˈθer.ə.pi/,Frankl's logotherapy.,法蘭克的意義治療。,,,,,,,,,,,
專業心理,elect,選擇,eclectic,eclectic,折衷流派,/ekˈlek.tɪk/,Eclectic approach.,折衷途徑。,,,,,,,,,,,
專業心理,bio-,生物,biofeedback,bio + feedback,生物回饋,/ˌbaɪ.oʊˈfiːd.bæk/,Biofeedback for anxiety.,焦慮的生物回饋。,,,,,,,,,,,
專業心理,mind,心智,mindfulness,mind + ful + ness,正念,/ˈmaɪnd.fəl.nəs/,Mindfulness meditation.,正念冥想。,,,,,,,,,,,
專業心理,cogni,認知,cognitive restructuring,cogni + re + struct,認知重建,/ˌstrʌk.tʃɚ.ɪŋ/,Cognitive restructuring in CBT.,CBT 中的認知重建。,,,,,,,,,,,
專業心理,norm,標準,normalization,norm + alization,常模化/正常化,/ˌnɔːr.məl.əˈzeɪ.ʃən/,Data normalization.,數據常模化。,,,,,,,,,,,
專業心理,stand,站立,standardization,standard + ization,標準化,/ˌstæn.dɚ.dəˈzeɪ.ʃən/,Test standardization.,測驗標準化。,,,,,,,,,,,
專業心理,vari,變化,variance,vari + ance,變異數,/ˈver.i.əns/,Analysis of variance (ANOVA).,變異數分析。,,,,,,,,,,,
專業心理,vari,變化,covariate,co (同) + variate,共變量,/koʊˈver.i.ət/,Control for covariates.,控制共變量。,,,,,,,,,,,
專業心理,corre,相關,correlation coefficient,corre + lation,相關係數,/ˌkɔːr.əˈleɪ.ʃən/,Pearson correlation.,皮爾森相關。,,,,,,,,,,,
專業心理,signi,標記,significance,signi + ficance,顯著性,/sɪɡˈnɪf.ə.kəns/,Statistical significance.,統計顯著性。,,,,,,,,,,,
專業心理,distri,分配,distribution,dis + tribute,分配,/ˌdɪs.trɪˈbjuː.ʃən/,Normal distribution.,常態分配。,,,,,,,,,,,
專業心理,skew,斜,skewness,skew + ness,偏態,/ˈskjuː.nəs/,Positive skewness.,正偏態。,,,,,,,,,,,
專業心理,kurt,彎曲,kurtosis,kurt + osis,峰度,/kɝːˈtoʊ.sɪs/,High kurtosis.,高峰度。,,,,,,,,,,,
專業心理,sample,樣本,sampling error,sample + ing,抽樣誤差,/ˈsæm.plɪŋ/,Random sampling error.,隨機抽樣誤差。,,,,,,,,,,,
專業心理,fact,做,factor analysis,factor + analysis,因素分析,/ˈfæk.tɚ/,Confirmatory factor analysis.,驗證性因素分析。,,,,,,,,,,,
專業心理,long,長,longitudinal study,long + itude + inal,縱貫研究,/ˌlɑːn.dʒəˈtuː.dɪ.nəl/,10-year longitudinal study.,為期10年的縱貫研究。,,,,,,,,,,,
專業心理,cross,橫,cross-sectional,cross + sectional,橫斷研究,/ˌkrɑːsˈsek.ʃən.əl/,Cross-sectional design.,橫斷設計。,,,,,,,,,,,
專業心理,cohort,隊伍,cohort effect,cohort + effect,世代效應,/ˈkoʊ.hɔːrt/,Control for cohort effects.,控制世代效應。,,,,,,,,,,,
專業心理,medi,中間,mediation,medi + ation,中介作用,/ˌmiː.diˈeɪ.ʃən/,Mediation analysis.,中介分析。,,,,,,,,,,,
專業心理,mod,調節,moderation,moder + ation,調節作用,/ˌmɑː.dəˈreɪ.ʃən/,Moderation effect.,調節效應。,,,,,,,,,,,
專業心理,cogni,認知,cognitive dissonance,cogni + dissonance,認知失調,/ˈdɪs.ə.nəns/,Resolving cognitive dissonance.,解決認知失調。,,,,,,,,,,,
專業心理,attrib,歸屬,attribution error,attribution + error,歸因錯誤,/ˌæt.rɪˈbjuː.ʃən/,Fundamental attribution error.,基本歸因錯誤。,,,,,,,,,,,
專業心理,group,團體,groupthink,group + think,團體迷思,/ˈɡruːp.θɪŋk/,Avoid groupthink.,避免團體迷思。,,,,,,,,,,,
專業心理,polar,極,polarization,polar + ization,極化,/ˌpoʊ.lər.əˈzeɪ.ʃən/,Group polarization.,團體極化。,,,,,,,,,,,
專業心理,bystan,旁觀,bystander effect,bystander + effect,旁觀者效應,/ˈbaɪˌstæn.dɚ/,The bystander effect.,旁觀者效應。,,,,,,,,,,,
專業心理,diffus,散開,diffusion of responsibility,diffusion + responsibility,責任分散,/dɪˈfjuː.ʒən/,Diffusion of responsibility in crowds.,群眾中的責任分散。,,,,,,,,,,,
專業心理,stereo,固體,stereotype threat,stereo + type,刻板印象威脅,/ˈster.i.ə.taɪp/,Reducing stereotype threat.,減少刻板印象威脅。,,,,,,,,,,,
專業心理,halo,光環,halo effect,halo + effect,光環效應,/ˈheɪ.loʊ/,The halo effect in hiring.,招聘中的光環效應。,,,,,,,,,,,
專業心理,norm,規範,normative influence,norm + ative,規範性影響,/ˈnɔːr.mə.t̬ɪv/,Social normative influence.,社會規範性影響。,,,,,,,,,,,
專業心理,obedi,服從,obedience,obedi + ence,服從,/oʊˈbiː.di.əns/,Obedience to authority.,對權威的服從。,,,,,,,,,,,
專業心理,aggress,攻擊,aggression,ad + gress (走),攻擊行為,/əˈɡreʃ.ən/,Relational aggression.,關係攻擊行為。,,,,,,,,,,,
專業心理,motiva,動機,motivation,mot (動) + ivation,動機,/ˌmoʊ.t̬əˈveɪ.ʃən/,Intrinsic motivation.,內在動機。,,,,,,,,,,,
專業心理,burn,燒,burnout,burn + out,職業倦怠,/ˈbɝːn.aʊt/,Job burnout.,職業倦怠。,,,,,,,,,,,
專業心理,ergon,工作,ergonomics,ergon + omics (法),人因工程/工效學,/ˌɝː.ɡəˈnɑː.mɪks/,Office ergonomics.,辦公室人因工程。,,,,,,,,,,,
專業心理,select,選擇,selection,select + ion,甄選,/səˈlek.ʃən/,Personnel selection.,人事甄選。,,,,,,,,,,,
專業心理,apprais,評價,performance appraisal,performance + appraisal,績效評估,/əˈpreɪ.zəl/,Annual performance appraisal.,年度績效評估。,,,,,,,,,,,
專業心理,leader,領導,transformational leadership,trans + form + ational,轉換型領導,/ˌtræns.fɚˈmeɪ.ʃən.əl/,Transformational leadership style.,轉換型領導風格。,,,,,,,,,,,
專業心理,organi,組織,organizational culture,organ + izational,組織文化,/ˌɔːr.ɡən.əˈzeɪ.ʃən.əl/,Healthy organizational culture.,健康的組織文化。,,,,,,,,,,,
專業心理,job,工作,job satisfaction,job + satisfaction,工作滿意度,/ˌsæt̬.ɪsˈfæk.ʃən/,High job satisfaction.,高工作滿意度。,,,,,,,,,,,
專業生物,cyt,細胞,cytoskeleton,cyto + skeleton,細胞骨架,/ˌsaɪ.t̬oʊˈskel.ə.t̬ən/,Cytoskeleton maintains cell shape.,細胞骨架維持細胞形狀。,,,,,,,,,,,
專業生物,eu-,真的,eukaryote,eu (真) + karyo (核),真核生物,/juːˈkær.i.oʊt/,Animals are eukaryotes.,動物是真核生物。,,,,,,,,,,,
專業生物,karyo,核/堅果,karyotype,karyo + type,核型(染色體組),/ˈker.i.oʊ.taɪp/,Analyzing the karyotype.,分析染色體核型。,,,,,,,,,,,
專業生物,glyc,甜/糖,glycolysis,glyco + lysis (分解),糖解作用,/ɡlaɪˈkɑː.lə.sɪs/,Glycolysis occurs in cytosol.,糖解作用發生在細胞質。,,,,,,,,,,,
專業生物,-lysis,分解,hydrolysis,hydro (水) + lysis,水解作用,/haɪˈdrɑː.lə.sɪs/,ATP hydrolysis.,ATP 水解。,,,,,,,,,,,
專業生物,lip,脂肪,phospholipid,phospho + lipid,磷脂質,/ˌfɑːs.foʊˈlɪp.ɪd/,Phospholipid bilayer.,磷脂質雙層。,,,,,,,,,,,
專業生物,endo,內部,endocytosis,endo + cyto + sis,胞吞作用,/ˌen.doʊ.saɪˈtoʊ.sɪs/,Endocytosis of nutrients.,營養物質的胞吞作用。,,,,,,,,,,,
專業生物,exo,外部,exocytosis,exo + cyto + sis,胞吐作用,/ˌek.soʊ.saɪˈtoʊ.sɪs/,Neurotransmitter exocytosis.,神經傳導物質的胞吐作用。,,,,,,,,,,,
專業生物,organ,器官,organelle,organ + elle (小),細胞器,/ˌɔːr.ɡənˈel/,Mitochondrion is an organelle.,線粒體是一種細胞器。,,,,,,,,,,,
專業生物,photo,光,photophosphorylation,photo + phosphor,光合磷酸化,/ˌfoʊ.t̬oʊˌfɑːs.fɔːr.əˈleɪ.ʃən/,Photophosphorylation in plants.,植物的光合磷酸化。,,,,,,,,,,,
專業生物,cat-,向下,catabolism,cata + bol (拋),異化作用(分解代謝),/kəˈtæb.ə.lɪ.zəm/,Energy release via catabolism.,透過異化作用釋放能量。,,,,,,,,,,,
專業生物,ana-,向上,anabolism,ana + bol,同化作用(合成代謝),/əˈnæb.ə.lɪ.zəm/,Anabolism builds molecules.,同化作用構建分子。,,,,,,,,,,,
專業生物,-ase,酶/酵素,polymerase,poly + mer + ase,聚合酶,/pəˈlɪm.ə.reɪs/,DNA polymerase III.,DNA 聚合酶 III。,,,,,,,,,,,
專業生物,poly,多,polypeptide,poly + peptide,多肽,/ˌpɑː.liˈpep.taɪd/,A long polypeptide chain.,一條長多肽鏈。,,,,,,,,,,,
專業生物,phago,吞噬,phagocyte,phago + cyte,吞噬細胞,/ˈfæɡ.ə.saɪt/,Phagocytes engulf bacteria.,吞噬細胞吞噬細菌。,,,,,,,,,,,
專業生物,pino,飲,pinocytosis,pino + cyto + sis,胞飲作用,/ˌpɪn.oʊ.saɪˈtoʊ.sɪs/,Cell drinking is pinocytosis.,細胞飲用即為胞飲作用。,,,,,,,,,,,
專業生物,chrom,顏色,chromatid,chromat (色) + id,姊妹染色單體,/ˈkroʊ.mə.tɪd/,Sister chromatids.,姊妹染色單體。,,,,,,,,,,,
專業生物,mito,線,mitosis,mit (線) + osis,有絲分裂,/maɪˈtoʊ.sɪs/,Mitosis for cell growth.,用於細胞生長的有絲分裂。,,,,,,,,,,,
專業生物,meio,減少,meiosis,meio (少) + sis,減數分裂,/maɪˈoʊ.sɪs/,Meiosis produces gametes.,減數分裂產生配子。,,,,,,,,,,,
專業生物,gen,產生,genotype,geno + type,基因型,/ˈdʒen.ə.taɪp/,Genotype vs Phenotype.,基因型 vs 表型。,"Genotype這個詞，老實說，它聞起來像實驗室的味道。

顏色是那種冷峻的灰藍色或乾淨到反光的白色，溫度嘛，絕對是空調房裡的20度C，精準、客觀，沒有一絲暖意。它聽起來像穿著合身、沒有一絲皺褶的西裝，在生物科技公司年會上對著投影片講話的科學家，或是某個研究機構的首席研究員。絕不是那種T恤破洞、膝蓋磨損、在街角跟朋友聊滑板技巧的少年會脫口而出的字眼。它本身就是一種藍圖，一種硬核的程式碼，不帶情緒，只有事實。

至於要把它硬生生塞進日常對話，還帶點情緒或諷刺？嘿，這才是有趣的地方。

「我跟你說，我男朋友那個『總愛把髒襪子塞沙發底下』的**基因型**，簡直是人類演化史上的一個謎團！每次看到我都想拿去比對他的染色體，看看是不是少了哪一小段負責『整潔』的DNA序列！」",,,,,,,,,,
專業生物,pheno,顯現,phenotype,pheno + type,表型(性狀),/ˈfiː.noʊ.taɪp/,Observable phenotype.,可觀察的表型。,,,,,,,,,,,
專業生物,homo,相同,homozygous,homo + zyg (結合),同型合子的,/ˌhoʊ.moʊˈzaɪ.ɡəs/,Homozygous dominant.,同型合子顯性。,,,,,,,,,,,
專業生物,hetero,不同,heterozygous,hetero + zyg,異型合子的,/ˌhet̬.ə.roʊˈzaɪ.ɡəs/,Heterozygous offspring.,異型合子後代。,,,,,,,,,,,
專業生物,allelo,彼此,allele,allele,等位基因,/əˈliːl/,Recessive allele.,隱性等位基因。,,,,,,,,,,,
專業生物,mut,改變,mutagen,muta + gen,致變原,/ˈmjuː.t̬ə.dʒən/,UV light is a mutagen.,紫外光是一種致變原。,,,,,,,,,,,
專業生物,trans-,轉移,transcription,trans + script (寫),轉錄,/trænˈskrɪp.ʃən/,DNA to RNA transcription.,DNA 到 RNA 的轉錄。,,,,,,,,,,,
專業生物,trans-,轉移,translation,trans + lat (帶),轉譯,/trænzˈleɪ.ʃən/,Protein translation.,蛋白質轉譯。,,,,,,,,,,,
專業生物,epi-,之上,epigenetics,epi + genetics,表觀遺傳學,/ˌep.ɪ.dʒəˈnet̬.ɪks/,Epigenetics and environment.,表觀遺傳學與環境。,,,,,,,,,,,
專業生物,hybri,混合,hybridization,hybrid + ization,雜交,/ˌhaɪ.brɪ.dəˈzeɪ.ʃən/,DNA hybridization.,DNA 雜交。,,,,,,,,,,,
專業生物,re-,重新,recombination,re + combination,重組,/ˌriː.kɑːm.bəˈneɪ.ʃən/,Genetic recombination.,基因重組。,,,,,,,,,,,
專業生物,plas,塑造,plasmid,plasmid,質體,/ˈplæz.mɪd/,Bacterial plasmids.,細菌質體。,,,,,,,,,,,
專業生物,exon,外部,exon,exon (表達部分),外顯子,/ˈek.sɑːn/,Coding exons.,編碼外顯子。,,,,,,,,,,,
專業生物,intr,內部,intron,intron (干擾部分),內含子,/ˈɪn.trɑːn/,Non-coding introns.,非編碼內含子。,,,,,,,,,,,
專業生物,nucleo,核,nucleotide,nucleo + tide,核苷酸,/ˈnuː.kli.ə.taɪd/,Chains of nucleotides.,核苷酸鏈。,,,,,,,,,,,
專業生物,topo,位置,topoisomerase,topo + isomer + ase,拓撲異構酶,/ˌtoʊ.poʊ.aɪˈsɑː.mə.reɪs/,Topoisomerase unwinds DNA.,拓撲異構酶解開 DNA。,,,,,,,,,,,
專業生物,-mer,部分,polymer,poly + mer,聚合物,/ˈpɑː.lɪ.mɚ/,Cellulose is a polymer.,纖維素是一種聚合物。,,,,,,,,,,,
專業生物,olig-,少數,oligonucleotide,oligo + nucleo,寡核苷酸,/ˌɑː.lɪ.ɡoʊˈnuː.kli.ə.taɪd/,Synthetic oligonucleotides.,合成寡核苷酸。,,,,,,,,,,,
專業生物,-on,單位,operon,oper (工作) + on,操縱組,/ˈɑː.pə.rɑːn/,The lac operon.,乳糖操縱組。,,,,,,,,,,,
專業生物,helic,螺旋,helicase,helic + ase,解旋酶,/ˈhel.ɪ.keɪs/,Helicase breaks H-bonds.,解旋酶破壞氫鍵。,,,,,,,,,,,
專業生物,hist,組織,histology,histo + ology,組織學,/hɪˈstɑː.lə.dʒi/,Histology slides.,組織學切片。,,,,,,,,,,,
專業生物,epi-,表層,epithelium,epi + thel (乳頭/膜),上皮組織,/ˌep.əˈθiː.li.əm/,Simple squamous epithelium.,單層鱗狀上皮。,,,,,,,,,,,
專業生物,endo,內部,endothelium,endo + thel,內皮組織,/ˌen.doʊˈθiː.li.əm/,Vascular endothelium.,血管內皮。,,,,,,,,,,,
專業生物,myo,肌肉,myofibril,myo + fibril (纖維),肌原纖維,/ˌmaɪ.oʊˈfaɪ.brəl/,Myofibrils in muscle cells.,肌肉細胞中的肌原纖維。,,,,,,,,,,,
專業生物,oste,骨,osteocyte,osteo + cyte,骨細胞,/ˈɑː.stioʊ.saɪt/,Mature osteocytes.,成熟骨細胞。,,,,,,,,,,,
專業生物,chondr,軟骨,chondrocyte,chondro + cyte,軟骨細胞,/ˈkɑːn.drə.saɪt/,Chondrocytes in cartilage.,軟骨中的軟骨細胞。,,,,,,,,,,,
專業生物,hem,血,hemoglobin,hemo + globin,血紅素,/ˈhiː.məˌɡloʊ.bɪn/,Hemoglobin carries oxygen.,血紅素攜帶氧氣。,,,,,,,,,,,
專業生物,erythr,紅,erythrocyte,erythro + cyte,紅血球,/əˈrɪθ.rə.saɪt/,Biconcave erythrocytes.,雙凹形紅血球。,,,,,,,,,,,
專業生物,leuk,白,leukocyte,leuko + cyte,白血球,/ˈluː.kə.saɪt/,Leukocytes fight infection.,白血球對抗感染。,,,,,,,,,,,
專業生物,neur,神經,neurotransmitter,neuro + trans + mit,神經傳導物質,/ˌnʊr.oʊ.trænzˈmɪt̬.ɚ/,Synaptic neurotransmitters.,突觸神經傳導物質。,,,,,,,,,,,
專業生物,homeo,相同,homeostasis,homeo + stasis,體內平衡,/ˌhoʊ.mi.oʊˈsteɪ.sɪs/,Maintain homeostasis.,維持體內平衡。,,,,,,,,,,,
專業生物,nephr,腎,nephron,nephron,腎元,/ˈnef.rɑːn/,Functional unit: nephron.,功能單位：腎元。,,,,,,,,,,,
專業生物,hepat,肝,hepatocyte,hepato + cyte,肝細胞,/hɪˈpæt.ə.saɪt/,Hepatocytes detoxify.,肝細胞進行解毒。,,,,,,,,,,,
專業生物,pneum,肺/氣,pneumonia,pneumon + ia,肺炎,/nuːˈmoʊ.ni.ə/,Bacterial pneumonia.,細菌性肺炎。,,,,,,,,,,,
專業生物,vas,血管,vasodilation,vaso + dilation,血管擴張,/ˌveɪ.zoʊ.daɪˈleɪ.ʃən/,Nitric oxide causes vasodilation.,一氧化氮導致血管擴張。,,,,,,,,,,,
專業生物,cardi,心,myocardium,myo + card + ium,心肌,/ˌmaɪ.əˈkɑːr.di.əm/,Thick myocardium.,厚實的心肌。,,,,,,,,,,,
專業生物,gastr,胃,gastrointestinal,gastro + intestinal,胃腸道的,/ˌɡæs.troʊ.ɪnˈtes.tɪ.nəl/,GI tract.,胃腸道。,,,,,,,,,,,
專業生物,endo-,內分泌,endocrinology,endo + crin + ology,內分泌學,/ˌen.doʊ.krɪˈnɑː.lə.dʒi/,Study of hormones.,荷爾蒙的研究。,,,,,,,,,,,
專業生物,derm,皮,epidermis,epi + dermis,表皮,/ˌep.əˈdɝː.mɪs/,Outer epidermis.,外表皮。,,,,,,,,,,,
專業生物,therm,熱,ectothermic,ecto (外) + thermic,外溫的(變溫),/ˌek.toʊˈθɝː.mɪk/,Reptiles are ectothermic.,爬蟲類是外溫動物。,,,,,,,,,,,
專業生物,eco,房子/環境,ecosystem,eco + system,生態系統,/ˈiː.koʊˌsɪs.təm/,Fragile ecosystem.,脆弱的生態系統。,,,,,,,,,,,
專業生物,sym-,共同,symbiosis,sym + bio + sis,共生,/ˌsɪm.baɪˈoʊ.sɪs/,Mutualistic symbiosis.,互利共生。,,,,,,,,,,,
專業生物,phyl,種族,phylogeny,phylo + geny,種系發生(演化史),/faɪˈlɑː.dʒə.ni/,Phylogeny of mammals.,哺乳動物的演化史。,,,,,,,,,,,
專業生物,anthrop,人類,anthropogenic,anthropo + genic,人為的,/ˌæn.θrə.pəˈdʒen.ɪk/,Anthropogenic climate change.,人為造成的氣候變遷。,,,,,,,,,,,
專業生物,auto,自我,autotroph,auto + troph (營養),自營生物,/ˈɔː.t̬ə.trɑːf/,Plants are autotrophs.,植物是自營生物。,,,,,,,,,,,
專業生物,hetero,其他,heterotroph,hetero + troph,異營生物,/ˈhet̬.ə.roʊ.trɑːf/,Humans are heterotrophs.,人類是異營生物。,,,,,,,,,,,
專業生物,-troph,營養,eutrophication,eu (好) + troph + ication,優養化,/juːˌtrɑː.fəˈkeɪ.ʃən/,Algal bloom from eutrophication.,優養化導致的藻華。,,,,,,,,,,,
專業生物,speci,種類,speciation,speci + ation,物種形成,/ˌspiː.ʃiˈeɪ.ʃən/,Allopatric speciation.,地理隔離物種形成。,,,,,,,,,,,
專業生物,morph,形狀,morphology,morph + ology,形態學,/mɔːrˈfɑː.lə.dʒi/,Plant morphology.,植物形態學。,,,,,,,,,,,
專業生物,phyll,葉,chlorophyll,chloro (綠) + phyll,葉綠素,/ˈklɔːr.ə.fɪl/,Chlorophyll absorbs light.,葉綠素吸收光。,,,,,,,,,,,
專業生物,chloro,綠,chloroplast,chloro + plast (顆粒),葉綠體,/ˈklɔːr.ə.plæst/,Chloroplast in cells.,細胞中的葉綠體。,,,,,,,,,,,
專業生物,xantho,黃,xanthophyll,xantho + phyll,葉黃素,/ˈzæn.θə.fɪl/,Xanthophyll in leaves.,葉片中的葉黃素。,,,,,,,,,,,
專業生物,xylo,木,xylem,xylem,木質部,/ˈzaɪ.ləm/,Xylem transports water.,木質部運輸水。,,,,,,,,,,,
專業生物,phloe,樹皮,phloem,phloem,韌皮部,/ˈfloʊ.em/,Phloem transports sugar.,韌皮部運輸糖。,,,,,,,,,,,
專業生物,anth-,花,anthology,antho + logy,花叢(文選),/ænˈθɑː.lə.dʒi/,Anthology of poems.,詩集。,,,,,,,,,,,
專業生物,gymn,裸露,gymnosperm,gymn + sperm (種子),裸子植物,/ˈdʒɪm.nə.spɝːm/,Pine trees are gymnosperms.,松樹是裸子植物。,,,,,,,,,,,
專業生物,angio,容器,angiosperm,angio + sperm,被子植物,/ˈæn.dʒi.oʊ.spɝːm/,Flowering angiosperms.,開花的被子植物。,,,,,,,,,,,
專業生物,benth,深處,benthic,benth (底) + ic,水底的/底棲的,/ˈben.θɪk/,Benthic organisms.,底棲生物。,,,,,,,,,,,
專業生物,bio,生命,biodiversity,bio + diversity,生物多樣性,/ˌbaɪ.oʊ.daɪˈvɝː.sə.t̬i/,Protecting biodiversity.,保護生物多樣性。,,,,,,,,,,,
專業生物,geo,地,biogeochemical,bio + geo + chemical,生物地球化學,/ˌbaɪ.oʊ.dʒi.oʊˈkem.ɪ.kəl/,Biogeochemical cycles.,生物地球化學循環。,,,,,,,,,,,
專業生物,bacill,小棒,bacillus,bacillus,桿菌,/bəˈsɪl.əs/,Lactobacillus.,乳酸桿菌。,,,,,,,,,,,
專業生物,coccus,漿果,staphylococcus,staphylo (串) + coccus,葡萄球菌,/ˌstæf.əl.əˈkɑː.kəs/,S. aureus is a coccus.,金黃色葡萄球菌。,,,,,,,,,,,
專業生物,vir,毒/毒素,virulence,vir + ulence,毒力/致病力,/ˈvɪr.ə.ləns/,High virulence.,高致病力。,,,,,,,,,,,
專業生物,-phage,吃,bacteriophage,bacterio + phage,噬菌體,/bækˈtɪr.i.oʊ.feɪdʒ/,Bacteriophage therapy.,噬菌體療法。,,,,,,,,,,,
專業生物,anti,對抗,antigen,anti + gen,抗原,/ˈæn.t̬i.dʒən/,Antigen recognition.,抗原識別。,,,,,,,,,,,
